-44.681316,105.064980,-1.724331,0.052073,-0.142555,0.869315,0.470380
-60.785824,-80.132721,-1.637357,0.013474,-0.055715,0.899304,0.433551
-264.893768,-61.764370,-1.875649,-0.007240,-0.074916,0.669190,0.739270
213.232742,138.017624,-2.114526,-0.005987,-0.160916,0.583139,0.796253
291.285919,-101.841118,-1.550240,-0.001710,0.002692,-0.999801,0.019665
-19.389870,197.028488,-1.790779,-0.071935,-0.052299,-0.145787,0.985310
-5.688531,2.692396,-2.091417,0.008594,-0.140733,0.675799,0.723475
2.146644,99.757462,-2.187377,-0.166395,0.010251,-0.804435,0.570168
-335.423737,136.656769,-2.078847,-0.145035,0.061755,-0.948540,0.274634
264.172272,10.366134,-1.462981,-0.105243,0.025172,-0.869985,0.481057
58.144306,-186.196671,-1.542973,0.097365,-0.135892,0.952040,0.256269
-483.933746,179.975052,-1.857857,-0.119973,-0.097828,-0.191056,0.969296
-297.913971,-239.516876,-1.612528,-0.004358,-0.003644,0.271924,0.962302
-44.887810,-168.439545,-1.515656,-0.001677,-0.002324,0.504049,0.863670
-124.179359,303.160095,-2.063657,0.057551,-0.161149,0.837465,0.519010
-240.239014,-253.804291,-2.097715,-0.151417,-0.069451,-0.441267,0.881778
299.145721,244.566010,-1.499902,-0.010542,0.003581,-0.669182,0.743015
14.402014,-120.617683,-1.876491,-0.089162,0.056669,-0.974260,0.199139
70.027771,-120.008347,-1.746798,0.006319,-0.088128,0.729239,0.678530
-220.964874,137.632462,-2.003194,-0.146417,0.024030,-0.853347,0.499784
-1.380096,-135.966568,-1.925051,0.037880,-0.115509,0.855745,0.502915
63.479515,128.404068,-1.707463,0.027362,-0.045336,0.976235,0.210145
121.670074,214.428146,-2.003032,-0.122474,-0.112534,-0.160867,0.972861
148.942703,-192.306503,-1.445065,-0.013412,0.009960,-0.973269,0.229060
158.732193,167.157501,-1.483651,-0.055165,-0.153632,0.383719,0.908908
-290.270813,-11.164064,-1.525017,-0.040444,-0.131364,0.428150,0.893194
245.656631,37.379128,-1.602759,-0.125854,0.017262,-0.814276,0.566407
